id,full_name,gender,governorate,party
4918,Candidate 4918,Female,Baghdad,People First
4919,Candidate 4919,Male,Sulaymaniyah,People First
4920,Candidate 4920,Female,Anbar,Unity Alliance
4921,Candidate 4921,Male,Kirkuk,People First
4922,Candidate 4922,Female,Sulaymaniyah,Progressive Movement
4923,Candidate 4923,Female,Anbar,Justice Bloc
4924,Candidate 4924,Male,Baghdad,Justice Bloc
4925,Candidate 4925,Female,Dhi Qar,Progressive Movement
4926,Candidate 4926,Male,Sulaymaniyah,Progressive Movement
4927,Candidate 4927,Female,Najaf,People First
4928,Candidate 4928,Female,Anbar,People First
4929,Candidate 4929,Male,Nineveh,People First
4930,Candidate 4930,Male,Anbar,Renewal Front
4931,Candidate 4931,Male,Karbala,Justice Bloc
4932,Candidate 4932,Female,Baghdad,People First
4933,Candidate 4933,Male,Dhi Qar,Progressive Movement
4934,Candidate 4934,Female,Basra,Renewal Front
4935,Candidate 4935,Female,Najaf,Renewal Front
4936,Candidate 4936,Female,Basra,Justice Bloc
4937,Candidate 4937,Female,Karbala,People First
4938,Candidate 4938,Male,Sulaymaniyah,Unity Alliance
4939,Candidate 4939,Female,Karbala,Progressive Movement
4940,Candidate 4940,Male,Sulaymaniyah,People First
4941,Candidate 4941,Female,Kirkuk,Progressive Movement
4942,Candidate 4942,Female,Sulaymaniyah,Justice Bloc
4943,Candidate 4943,Female,Anbar,Renewal Front
4944,Candidate 4944,Male,Karbala,Renewal Front
4945,Candidate 4945,Male,Erbil,Unity Alliance
4946,Candidate 4946,Male,Kirkuk,Renewal Front
4947,Candidate 4947,Female,Karbala,Justice Bloc
4948,Candidate 4948,Female,Baghdad,People First
4949,Candidate 4949,Female,Karbala,Progressive Movement
4950,Candidate 4950,Female,Baghdad,Unity Alliance
4951,Candidate 4951,Female,Basra,People First
4952,Candidate 4952,Female,Nineveh,Justice Bloc
4953,Candidate 4953,Female,Kirkuk,Progressive Movement
4954,Candidate 4954,Female,Sulaymaniyah,Unity Alliance
4955,Candidate 4955,Female,Najaf,People First
4956,Candidate 4956,Male,Anbar,Justice Bloc
4957,Candidate 4957,Female,Nineveh,Renewal Front
4958,Candidate 4958,Male,Sulaymaniyah,Unity Alliance
4959,Candidate 4959,Male,Baghdad,People First
4960,Candidate 4960,Female,Sulaymaniyah,Progressive Movement
4961,Candidate 4961,Female,Dhi Qar,Renewal Front
4962,Candidate 4962,Male,Dhi Qar,People First
4963,Candidate 4963,Female,Nineveh,People First
4964,Candidate 4964,Male,Erbil,People First
4965,Candidate 4965,Male,Kirkuk,Unity Alliance
4966,Candidate 4966,Male,Najaf,Unity Alliance
4967,Candidate 4967,Male,Nineveh,Progressive Movement
4968,Candidate 4968,Male,Kirkuk,Progressive Movement
4969,Candidate 4969,Male,Basra,People First
4970,Candidate 4970,Female,Sulaymaniyah,Unity Alliance
4971,Candidate 4971,Female,Sulaymaniyah,Unity Alliance
4972,Candidate 4972,Female,Dhi Qar,Renewal Front
4973,Candidate 4973,Male,Kirkuk,Justice Bloc
4974,Candidate 4974,Female,Nineveh,Renewal Front
4975,Candidate 4975,Male,Karbala,Justice Bloc
4976,Candidate 4976,Male,Basra,People First
4977,Candidate 4977,Male,Karbala,Unity Alliance
4978,Candidate 4978,Male,Baghdad,Progressive Movement
4979,Candidate 4979,Female,Baghdad,Unity Alliance
4980,Candidate 4980,Male,Karbala,Progressive Movement
4981,Candidate 4981,Male,Kirkuk,People First
4982,Candidate 4982,Female,Dhi Qar,Justice Bloc
4983,Candidate 4983,Male,Kirkuk,People First
4984,Candidate 4984,Female,Baghdad,Justice Bloc
4985,Candidate 4985,Male,Baghdad,Progressive Movement
4986,Candidate 4986,Male,Karbala,Progressive Movement
4987,Candidate 4987,Female,Baghdad,People First
4988,Candidate 4988,Male,Anbar,People First
4989,Candidate 4989,Male,Dhi Qar,Progressive Movement
4990,Candidate 4990,Male,Kirkuk,Unity Alliance
4991,Candidate 4991,Female,Erbil,Renewal Front
4992,Candidate 4992,Female,Kirkuk,Justice Bloc
4993,Candidate 4993,Male,Karbala,Renewal Front
4994,Candidate 4994,Female,Sulaymaniyah,Progressive Movement
4995,Candidate 4995,Female,Erbil,Justice Bloc
4996,Candidate 4996,Male,Erbil,Justice Bloc
4997,Candidate 4997,Male,Najaf,Renewal Front
4998,Candidate 4998,Female,Karbala,Progressive Movement
4999,Candidate 4999,Male,Baghdad,Justice Bloc
5000,Candidate 5000,Male,Karbala,Progressive Movement
5001,Candidate 5001,Female,Karbala,Renewal Front
5002,Candidate 5002,Female,Sulaymaniyah,Justice Bloc
5003,Candidate 5003,Male,Karbala,Renewal Front
5004,Candidate 5004,Female,Karbala,Renewal Front
5005,Candidate 5005,Male,Erbil,Unity Alliance
5006,Candidate 5006,Male,Nineveh,People First
5007,Candidate 5007,Male,Najaf,Justice Bloc
5008,Candidate 5008,Female,Najaf,Justice Bloc
5009,Candidate 5009,Male,Najaf,Justice Bloc
5010,Candidate 5010,Female,Karbala,Unity Alliance
5011,Candidate 5011,Male,Baghdad,Unity Alliance
5012,Candidate 5012,Male,Baghdad,People First
5013,Candidate 5013,Male,Erbil,Justice Bloc
5014,Candidate 5014,Female,Anbar,Progressive Movement
5015,Candidate 5015,Male,Baghdad,People First
5016,Candidate 5016,Male,Karbala,Justice Bloc
5017,Candidate 5017,Female,Basra,People First
5018,Candidate 5018,Female,Baghdad,People First
5019,Candidate 5019,Male,Basra,People First
5020,Candidate 5020,Male,Erbil,Justice Bloc
5021,Candidate 5021,Male,Basra,Unity Alliance
5022,Candidate 5022,Female,Nineveh,Unity Alliance
5023,Candidate 5023,Male,Basra,Progressive Movement
5024,Candidate 5024,Female,Anbar,Renewal Front
5025,Candidate 5025,Female,Erbil,Unity Alliance
5026,Candidate 5026,Female,Basra,Progressive Movement
5027,Candidate 5027,Male,Basra,Justice Bloc
5028,Candidate 5028,Female,Baghdad,Unity Alliance
5029,Candidate 5029,Female,Dhi Qar,Justice Bloc
5030,Candidate 5030,Female,Nineveh,Unity Alliance
5031,Candidate 5031,Male,Basra,People First
5032,Candidate 5032,Female,Najaf,Progressive Movement
5033,Candidate 5033,Female,Baghdad,People First
5034,Candidate 5034,Male,Karbala,Justice Bloc
5035,Candidate 5035,Male,Baghdad,Renewal Front
5036,Candidate 5036,Female,Kirkuk,Justice Bloc
5037,Candidate 5037,Male,Baghdad,People First
5038,Candidate 5038,Female,Basra,Renewal Front
5039,Candidate 5039,Female,Najaf,Justice Bloc
5040,Candidate 5040,Male,Sulaymaniyah,People First
5041,Candidate 5041,Male,Sulaymaniyah,People First
5042,Candidate 5042,Female,Nineveh,Renewal Front
5043,Candidate 5043,Female,Sulaymaniyah,Justice Bloc
5044,Candidate 5044,Female,Erbil,Progressive Movement
5045,Candidate 5045,Female,Kirkuk,Justice Bloc
5046,Candidate 5046,Female,Dhi Qar,Unity Alliance
5047,Candidate 5047,Female,Nineveh,People First
5048,Candidate 5048,Female,Najaf,Justice Bloc
5049,Candidate 5049,Male,Baghdad,People First
5050,Candidate 5050,Male,Anbar,People First
5051,Candidate 5051,Male,Anbar,Progressive Movement
5052,Candidate 5052,Male,Dhi Qar,Unity Alliance
5053,Candidate 5053,Female,Basra,Renewal Front
5054,Candidate 5054,Male,Kirkuk,Unity Alliance
5055,Candidate 5055,Male,Erbil,Renewal Front
5056,Candidate 5056,Male,Karbala,People First
5057,Candidate 5057,Female,Basra,People First
5058,Candidate 5058,Female,Kirkuk,Justice Bloc
5059,Candidate 5059,Female,Karbala,Renewal Front
5060,Candidate 5060,Female,Dhi Qar,Unity Alliance
5061,Candidate 5061,Male,Najaf,Progressive Movement
5062,Candidate 5062,Male,Baghdad,Renewal Front
5063,Candidate 5063,Male,Najaf,Progressive Movement
5064,Candidate 5064,Male,Erbil,Progressive Movement
5065,Candidate 5065,Female,Erbil,Progressive Movement
5066,Candidate 5066,Male,Karbala,Unity Alliance
5067,Candidate 5067,Male,Baghdad,People First
5068,Candidate 5068,Male,Karbala,Progressive Movement
5069,Candidate 5069,Male,Basra,People First
5070,Candidate 5070,Female,Basra,Justice Bloc
5071,Candidate 5071,Female,Dhi Qar,Unity Alliance
5072,Candidate 5072,Female,Sulaymaniyah,Justice Bloc
5073,Candidate 5073,Female,Karbala,People First
5074,Candidate 5074,Female,Anbar,Renewal Front
5075,Candidate 5075,Female,Anbar,Renewal Front
5076,Candidate 5076,Male,Najaf,Unity Alliance
5077,Candidate 5077,Female,Sulaymaniyah,People First
5078,Candidate 5078,Male,Erbil,Justice Bloc
5079,Candidate 5079,Female,Kirkuk,Unity Alliance
5080,Candidate 5080,Female,Anbar,Renewal Front
5081,Candidate 5081,Female,Najaf,Unity Alliance
5082,Candidate 5082,Female,Baghdad,Justice Bloc
5083,Candidate 5083,Male,Najaf,People First
5084,Candidate 5084,Male,Basra,Progressive Movement
5085,Candidate 5085,Male,Najaf,Justice Bloc
5086,Candidate 5086,Female,Karbala,Renewal Front
5087,Candidate 5087,Female,Baghdad,People First
5088,Candidate 5088,Female,Kirkuk,Justice Bloc
5089,Candidate 5089,Male,Anbar,Justice Bloc
5090,Candidate 5090,Male,Baghdad,Progressive Movement
5091,Candidate 5091,Male,Kirkuk,Justice Bloc
5092,Candidate 5092,Male,Kirkuk,Progressive Movement
5093,Candidate 5093,Female,Erbil,Renewal Front
5094,Candidate 5094,Female,Kirkuk,Unity Alliance
5095,Candidate 5095,Female,Anbar,Unity Alliance
5096,Candidate 5096,Female,Nineveh,Justice Bloc
5097,Candidate 5097,Female,Nineveh,Unity Alliance
5098,Candidate 5098,Female,Anbar,People First
5099,Candidate 5099,Female,Basra,Progressive Movement
5100,Candidate 5100,Male,Karbala,Justice Bloc
5101,Candidate 5101,Female,Karbala,Unity Alliance
5102,Candidate 5102,Female,Nineveh,Justice Bloc
5103,Candidate 5103,Male,Erbil,Progressive Movement
5104,Candidate 5104,Male,Sulaymaniyah,Renewal Front
5105,Candidate 5105,Female,Karbala,Justice Bloc
5106,Candidate 5106,Male,Basra,Progressive Movement
5107,Candidate 5107,Male,Nineveh,Renewal Front
5108,Candidate 5108,Male,Najaf,Justice Bloc
5109,Candidate 5109,Female,Dhi Qar,Unity Alliance
5110,Candidate 5110,Female,Kirkuk,Unity Alliance
5111,Candidate 5111,Female,Najaf,Unity Alliance
5112,Candidate 5112,Female,Dhi Qar,Renewal Front
5113,Candidate 5113,Female,Basra,Unity Alliance
5114,Candidate 5114,Male,Erbil,People First
5115,Candidate 5115,Female,Dhi Qar,Renewal Front
5116,Candidate 5116,Male,Nineveh,Unity Alliance
5117,Candidate 5117,Male,Nineveh,Unity Alliance
5118,Candidate 5118,Male,Karbala,Justice Bloc
5119,Candidate 5119,Female,Kirkuk,People First
5120,Candidate 5120,Female,Basra,Progressive Movement
5121,Candidate 5121,Female,Basra,Renewal Front
5122,Candidate 5122,Male,Karbala,Progressive Movement
5123,Candidate 5123,Male,Erbil,Progressive Movement
5124,Candidate 5124,Female,Baghdad,People First
5125,Candidate 5125,Male,Kirkuk,Unity Alliance
5126,Candidate 5126,Male,Kirkuk,People First
5127,Candidate 5127,Male,Erbil,Progressive Movement
5128,Candidate 5128,Female,Karbala,Justice Bloc
5129,Candidate 5129,Male,Karbala,Justice Bloc
5130,Candidate 5130,Female,Najaf,Progressive Movement
5131,Candidate 5131,Male,Nineveh,Justice Bloc
5132,Candidate 5132,Male,Nineveh,Progressive Movement
5133,Candidate 5133,Male,Basra,Justice Bloc
5134,Candidate 5134,Male,Anbar,Progressive Movement
5135,Candidate 5135,Male,Dhi Qar,People First
5136,Candidate 5136,Male,Erbil,Justice Bloc
5137,Candidate 5137,Male,Dhi Qar,Unity Alliance
5138,Candidate 5138,Female,Dhi Qar,Unity Alliance
5139,Candidate 5139,Male,Sulaymaniyah,Justice Bloc
5140,Candidate 5140,Female,Anbar,Progressive Movement
5141,Candidate 5141,Male,Najaf,Renewal Front
5142,Candidate 5142,Female,Nineveh,Progressive Movement
5143,Candidate 5143,Female,Najaf,Unity Alliance
5144,Candidate 5144,Female,Anbar,Unity Alliance
5145,Candidate 5145,Female,Basra,Renewal Front
5146,Candidate 5146,Male,Nineveh,Unity Alliance
5147,Candidate 5147,Female,Erbil,Justice Bloc
5148,Candidate 5148,Female,Najaf,People First
5149,Candidate 5149,Female,Kirkuk,Renewal Front
5150,Candidate 5150,Female,Erbil,Justice Bloc
5151,Candidate 5151,Female,Dhi Qar,Renewal Front
5152,Candidate 5152,Male,Najaf,People First
5153,Candidate 5153,Male,Najaf,People First
5154,Candidate 5154,Male,Erbil,People First
5155,Candidate 5155,Female,Erbil,Renewal Front
5156,Candidate 5156,Male,Sulaymaniyah,People First
5157,Candidate 5157,Male,Anbar,Progressive Movement
5158,Candidate 5158,Female,Erbil,Progressive Movement
5159,Candidate 5159,Female,Kirkuk,Justice Bloc
5160,Candidate 5160,Female,Erbil,Renewal Front
5161,Candidate 5161,Female,Karbala,Renewal Front
5162,Candidate 5162,Male,Erbil,Progressive Movement
5163,Candidate 5163,Female,Kirkuk,Renewal Front
5164,Candidate 5164,Female,Karbala,Justice Bloc
5165,Candidate 5165,Male,Basra,People First
5166,Candidate 5166,Male,Karbala,Renewal Front
5167,Candidate 5167,Female,Nineveh,Justice Bloc
5168,Candidate 5168,Female,Karbala,Justice Bloc
5169,Candidate 5169,Female,Erbil,Renewal Front
5170,Candidate 5170,Female,Kirkuk,People First
5171,Candidate 5171,Male,Erbil,Renewal Front
5172,Candidate 5172,Male,Erbil,Unity Alliance
5173,Candidate 5173,Female,Kirkuk,Justice Bloc
5174,Candidate 5174,Male,Basra,Progressive Movement
5175,Candidate 5175,Female,Najaf,Justice Bloc
5176,Candidate 5176,Female,Kirkuk,Renewal Front
5177,Candidate 5177,Female,Karbala,People First
5178,Candidate 5178,Male,Dhi Qar,Justice Bloc
5179,Candidate 5179,Male,Najaf,Justice Bloc
5180,Candidate 5180,Female,Sulaymaniyah,Unity Alliance
5181,Candidate 5181,Male,Nineveh,Unity Alliance
5182,Candidate 5182,Female,Baghdad,Unity Alliance
5183,Candidate 5183,Male,Erbil,Unity Alliance
5184,Candidate 5184,Female,Nineveh,Unity Alliance
5185,Candidate 5185,Female,Karbala,Unity Alliance
5186,Candidate 5186,Male,Baghdad,Unity Alliance
5187,Candidate 5187,Female,Anbar,People First
5188,Candidate 5188,Female,Dhi Qar,Progressive Movement
5189,Candidate 5189,Male,Karbala,Renewal Front
5190,Candidate 5190,Female,Kirkuk,People First
5191,Candidate 5191,Male,Nineveh,Unity Alliance
5192,Candidate 5192,Female,Karbala,Progressive Movement
5193,Candidate 5193,Female,Karbala,Renewal Front
5194,Candidate 5194,Male,Nineveh,Unity Alliance
5195,Candidate 5195,Female,Najaf,Unity Alliance
5196,Candidate 5196,Male,Karbala,Justice Bloc
5197,Candidate 5197,Male,Karbala,Justice Bloc
5198,Candidate 5198,Male,Nineveh,Progressive Movement
5199,Candidate 5199,Female,Basra,Unity Alliance
5200,Candidate 5200,Male,Erbil,Justice Bloc
5201,Candidate 5201,Female,Najaf,Progressive Movement
5202,Candidate 5202,Male,Basra,Unity Alliance
5203,Candidate 5203,Female,Najaf,Justice Bloc
5204,Candidate 5204,Male,Dhi Qar,Renewal Front
5205,Candidate 5205,Female,Baghdad,Renewal Front
5206,Candidate 5206,Female,Karbala,Justice Bloc
5207,Candidate 5207,Female,Kirkuk,People First
5208,Candidate 5208,Female,Baghdad,Justice Bloc
5209,Candidate 5209,Female,Najaf,Renewal Front
5210,Candidate 5210,Male,Sulaymaniyah,Progressive Movement
5211,Candidate 5211,Male,Anbar,Justice Bloc
5212,Candidate 5212,Male,Dhi Qar,Progressive Movement
5213,Candidate 5213,Male,Sulaymaniyah,People First
5214,Candidate 5214,Female,Erbil,Progressive Movement
5215,Candidate 5215,Female,Karbala,Justice Bloc
5216,Candidate 5216,Female,Baghdad,Renewal Front
5217,Candidate 5217,Male,Basra,Justice Bloc
5218,Candidate 5218,Male,Dhi Qar,Renewal Front
5219,Candidate 5219,Female,Sulaymaniyah,Justice Bloc
5220,Candidate 5220,Male,Najaf,Justice Bloc
5221,Candidate 5221,Female,Dhi Qar,Unity Alliance
5222,Candidate 5222,Female,Erbil,People First
5223,Candidate 5223,Male,Erbil,People First
5224,Candidate 5224,Female,Najaf,Progressive Movement
5225,Candidate 5225,Male,Karbala,Renewal Front
5226,Candidate 5226,Male,Baghdad,Justice Bloc
5227,Candidate 5227,Female,Baghdad,Progressive Movement
5228,Candidate 5228,Male,Nineveh,Unity Alliance
5229,Candidate 5229,Male,Erbil,Unity Alliance
5230,Candidate 5230,Female,Najaf,Progressive Movement
5231,Candidate 5231,Female,Nineveh,Justice Bloc
5232,Candidate 5232,Female,Nineveh,Progressive Movement
5233,Candidate 5233,Female,Erbil,Progressive Movement
5234,Candidate 5234,Male,Karbala,Unity Alliance
5235,Candidate 5235,Male,Anbar,Progressive Movement
5236,Candidate 5236,Female,Kirkuk,Justice Bloc
5237,Candidate 5237,Female,Nineveh,Progressive Movement
5238,Candidate 5238,Male,Karbala,Renewal Front
5239,Candidate 5239,Male,Basra,Unity Alliance
5240,Candidate 5240,Female,Nineveh,Renewal Front
5241,Candidate 5241,Male,Najaf,Renewal Front
5242,Candidate 5242,Female,Nineveh,Progressive Movement
5243,Candidate 5243,Male,Karbala,Unity Alliance
5244,Candidate 5244,Female,Nineveh,People First
5245,Candidate 5245,Male,Kirkuk,Renewal Front
5246,Candidate 5246,Male,Dhi Qar,Progressive Movement
5247,Candidate 5247,Male,Baghdad,Justice Bloc
5248,Candidate 5248,Male,Nineveh,Progressive Movement
5249,Candidate 5249,Female,Anbar,People First
5250,Candidate 5250,Female,Karbala,Justice Bloc
5251,Candidate 5251,Male,Basra,Progressive Movement
5252,Candidate 5252,Male,Anbar,Unity Alliance
5253,Candidate 5253,Male,Dhi Qar,Progressive Movement
5254,Candidate 5254,Male,Erbil,Justice Bloc
5255,Candidate 5255,Female,Dhi Qar,Renewal Front
5256,Candidate 5256,Female,Kirkuk,Justice Bloc
5257,Candidate 5257,Female,Anbar,Renewal Front
5258,Candidate 5258,Female,Erbil,Renewal Front
5259,Candidate 5259,Female,Nineveh,Renewal Front
5260,Candidate 5260,Female,Nineveh,Unity Alliance
5261,Candidate 5261,Male,Basra,Renewal Front
5262,Candidate 5262,Female,Erbil,Unity Alliance
5263,Candidate 5263,Female,Dhi Qar,Justice Bloc
5264,Candidate 5264,Female,Sulaymaniyah,Unity Alliance
5265,Candidate 5265,Female,Najaf,Progressive Movement
5266,Candidate 5266,Male,Karbala,Justice Bloc
5267,Candidate 5267,Male,Najaf,Renewal Front
5268,Candidate 5268,Male,Erbil,Justice Bloc
5269,Candidate 5269,Male,Nineveh,Unity Alliance
5270,Candidate 5270,Male,Najaf,People First
5271,Candidate 5271,Female,Dhi Qar,Justice Bloc
5272,Candidate 5272,Female,Sulaymaniyah,Progressive Movement
5273,Candidate 5273,Female,Nineveh,Justice Bloc
5274,Candidate 5274,Male,Karbala,Progressive Movement
5275,Candidate 5275,Male,Erbil,People First
5276,Candidate 5276,Male,Sulaymaniyah,Justice Bloc
5277,Candidate 5277,Female,Dhi Qar,Unity Alliance
5278,Candidate 5278,Female,Sulaymaniyah,Renewal Front
5279,Candidate 5279,Female,Baghdad,Justice Bloc
5280,Candidate 5280,Male,Sulaymaniyah,People First
5281,Candidate 5281,Male,Erbil,Renewal Front
5282,Candidate 5282,Male,Baghdad,Unity Alliance
5283,Candidate 5283,Male,Kirkuk,People First
5284,Candidate 5284,Male,Baghdad,Renewal Front
5285,Candidate 5285,Male,Kirkuk,People First
5286,Candidate 5286,Male,Najaf,Justice Bloc
5287,Candidate 5287,Female,Anbar,Justice Bloc
5288,Candidate 5288,Female,Anbar,People First
5289,Candidate 5289,Female,Sulaymaniyah,Unity Alliance
5290,Candidate 5290,Male,Najaf,Justice Bloc
5291,Candidate 5291,Female,Kirkuk,Unity Alliance
5292,Candidate 5292,Male,Nineveh,Justice Bloc
5293,Candidate 5293,Female,Najaf,People First
5294,Candidate 5294,Male,Nineveh,Progressive Movement
5295,Candidate 5295,Male,Anbar,Justice Bloc
5296,Candidate 5296,Female,Dhi Qar,Progressive Movement
5297,Candidate 5297,Male,Baghdad,People First
5298,Candidate 5298,Male,Nineveh,Progressive Movement
